service_id,provider_id,rating_tier,service_type,state,number_approved_places,service_age_years,long_day_care,preschool_part_school,preschool_standalone,oshc_after_school,oshc_before_school,oshc_vacation_care,other_service,service_has_conditions,temporarily_closed,annual_open_days,annual_weekly_hours,school_term_open_days,school_term_weekly_hours,holiday_open_days,holiday_weekly_hours,weekly_open_days,max_weekly_hours,operating_pattern,provider_state,provider_age_years,provider_service_count,provider_has_trading_name,provider_has_conditions,provider_state_matches_service
SE-00009792,PR-00010085,Above NQS,Centre-Based Care,ACT,100,14.71,Yes,Yes,No,No,No,No,No,FALSE,No,5,47.5,0,,0,,5,47.5,Annual,ACT,1.9,12,TRUE,FALSE,Yes
SE-00009793,PR-00010085,Above NQS,Centre-Based Care,ACT,42,14.71,Yes,Yes,No,No,No,No,No,FALSE,No,5,47.5,0,,5,47.5,5,47.5,Multiple schedules,ACT,1.9,12,TRUE,FALSE,Yes
SE-00009795,PR-00005824,Meeting NQS,Centre-Based Care,ACT,42,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,28,TRUE,FALSE,Yes
SE-00009796,PR-00005824,Meeting NQS,Centre-Based Care,ACT,42,14.57,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,28,TRUE,FALSE,Yes
SE-00009797,PR-40004076,Above NQS,Centre-Based Care,ACT,90,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,QLD,11.22,19,TRUE,FALSE,No
SE-00009799,PR-00007250,Meeting NQS,Centre-Based Care,ACT,16,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,WA,14.13,71,TRUE,FALSE,No
SE-00009800,PR-00005841,Above NQS,Centre-Based Care,ACT,62,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009801,PR-00004547,Above NQS,Centre-Based Care,ACT,55,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,NSW,17.05,116,TRUE,FALSE,No
SE-00009802,PR-00010064,Meeting NQS,Centre-Based Care,ACT,90,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,QLD,1.52,9,TRUE,TRUE,No
SE-00009803,PR-40013781,Meeting NQS,Centre-Based Care,ACT,120,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,ACT,8.76,2,TRUE,FALSE,Yes
SE-00009804,PR-00000823,Meeting NQS,Centre-Based Care,ACT,102,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,NSW,15.07,154,FALSE,FALSE,No
SE-00009807,PR-00005883,Meeting NQS,Centre-Based Care,ACT,77,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,13,TRUE,FALSE,Yes
SE-00009808,PR-40001112,Meeting NQS,Centre-Based Care,ACT,92,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,QLD,12.96,219,FALSE,TRUE,No
SE-00009809,PR-00005856,Above NQS,Centre-Based Care,ACT,45,14.32,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,ACT,14.71,3,TRUE,FALSE,Yes
SE-00009810,PR-00005847,Meeting NQS,Centre-Based Care,ACT,112,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,51.25,0,,0,,5,51.25,Annual,ACT,14.71,3,TRUE,FALSE,Yes
SE-00009811,PR-00005848,Above NQS,Centre-Based Care,ACT,77,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,47.5,0,,0,,5,47.5,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009812,PR-40001430,Below NQS,Centre-Based Care,ACT,59,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,51.25,0,,0,,5,51.25,Annual,NSW,12.68,2,FALSE,FALSE,No
SE-00009814,PR-00010085,Above NQS,Centre-Based Care,ACT,88,14.71,Yes,Yes,No,No,No,No,No,FALSE,No,5,47.5,0,,5,47.5,5,47.5,Multiple schedules,ACT,1.9,12,TRUE,FALSE,Yes
SE-00009815,PR-40002776,Meeting NQS,Centre-Based Care,ACT,90,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,QLD,11.54,17,TRUE,FALSE,No
SE-00009817,PR-00005824,Below NQS,Centre-Based Care,ACT,99,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,52.5,5,22.5,5,52.5,5,52.5,Multiple schedules,ACT,14.71,28,TRUE,FALSE,Yes
SE-00009818,PR-00005824,Meeting NQS,Centre-Based Care,ACT,108,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,5,22.5,5,52.5,5,52.5,Multiple schedules,ACT,14.71,28,TRUE,FALSE,Yes
SE-00009819,PR-00005825,Above NQS,Centre-Based Care,ACT,90,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009820,PR-00000982,Meeting NQS,Centre-Based Care,ACT,120,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,112.5,0,,0,,5,112.5,Annual,QLD,14.71,3,FALSE,FALSE,No
SE-00009821,PR-00005852,Meeting NQS,Centre-Based Care,ACT,87,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,NSW,14.71,1,TRUE,FALSE,No
SE-00009822,PR-00005876,Meeting NQS,Centre-Based Care,ACT,35,14.71,No,No,No,Yes,Yes,No,No,FALSE,No,0,,5,31.5,0,,5,31.5,School terms,ACT,14.71,22,TRUE,FALSE,Yes
SE-00009823,PR-40004076,Meeting NQS,Centre-Based Care,ACT,80,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,QLD,11.22,19,TRUE,FALSE,No
SE-00009824,PR-00005857,Above NQS,Centre-Based Care,ACT,95,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009825,PR-00005829,Below NQS,Centre-Based Care,ACT,66,14.71,Yes,No,No,No,No,No,No,TRUE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009827,PR-00005861,Meeting NQS,Centre-Based Care,ACT,49,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009828,PR-40022141,Below NQS,Centre-Based Care,ACT,39,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,NSW,6.29,2,FALSE,FALSE,No
SE-00009829,PR-00005876,Above NQS,Centre-Based Care,ACT,67,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,22,TRUE,FALSE,Yes
SE-00009831,PR-00007250,Above NQS,Centre-Based Care,ACT,85,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,WA,14.13,71,TRUE,FALSE,No
SE-00009832,PR-00003428,Above NQS,Centre-Based Care,ACT,55,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,NSW,17.05,44,TRUE,FALSE,No
SE-00009835,PR-40031535,Meeting NQS,Centre-Based Care,ACT,62,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,ACT,3.82,2,FALSE,FALSE,Yes
SE-00009836,PR-00005876,Meeting NQS,Centre-Based Care,ACT,25,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,ACT,14.71,22,TRUE,FALSE,Yes
SE-00009837,PR-00010085,Above NQS,Centre-Based Care,ACT,44,14.71,Yes,Yes,No,Yes,Yes,Yes,No,FALSE,No,5,47.5,5,47.5,5,47.5,5,47.5,Multiple schedules,ACT,1.9,12,TRUE,FALSE,Yes
SE-00009839,PR-00005876,Meeting NQS,Centre-Based Care,ACT,53,14.71,Yes,No,No,No,No,No,No,TRUE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,14.71,22,TRUE,FALSE,Yes
SE-00009840,PR-00010085,Above NQS,Centre-Based Care,ACT,44,14.71,Yes,Yes,No,No,No,No,No,FALSE,No,5,47.5,0,,0,,5,47.5,Annual,ACT,1.9,12,TRUE,FALSE,Yes
SE-00009841,PR-00010064,Below NQS,Centre-Based Care,ACT,68,14.35,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,QLD,1.52,9,TRUE,TRUE,No
SE-00009842,PR-40011902,Meeting NQS,Centre-Based Care,ACT,90,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,ACT,9.14,6,TRUE,FALSE,Yes
SE-00009847,PR-40001112,Meeting NQS,Centre-Based Care,ACT,65,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,QLD,12.96,219,FALSE,TRUE,No
SE-00009848,PR-40001112,Meeting NQS,Centre-Based Care,ACT,89,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,QLD,12.96,219,FALSE,TRUE,No
SE-00009849,PR-40004076,Meeting NQS,Centre-Based Care,ACT,174,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,QLD,11.22,19,TRUE,FALSE,No
SE-00009851,PR-00005877,Above NQS,Centre-Based Care,ACT,52,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,51.25,0,,0,,5,51.25,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009852,PR-00005856,Above NQS,Centre-Based Care,ACT,53,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,ACT,14.71,3,TRUE,FALSE,Yes
SE-00009855,PR-00005881,Above NQS,Centre-Based Care,ACT,33,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,48.75,0,,0,,5,48.75,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009856,PR-40011926,Above NQS,Centre-Based Care,ACT,115,14.49,Yes,No,No,No,No,No,No,TRUE,No,5,51.25,0,,0,,5,51.25,Annual,ACT,9.25,1,FALSE,TRUE,Yes
SE-00009857,PR-00005879,Above NQS,Centre-Based Care,ACT,38,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,47.5,0,,0,,5,47.5,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009858,PR-00005884,Above NQS,Centre-Based Care,ACT,63,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009859,PR-00005885,Above NQS,Centre-Based Care,ACT,98,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,ACT,14.71,1,TRUE,FALSE,Yes
SE-00009860,PR-00005888,Above NQS,Centre-Based Care,ACT,90,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,ACT,14.51,19,TRUE,FALSE,Yes
SE-00009861,PR-00005888,Meeting NQS,Centre-Based Care,ACT,63,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,ACT,14.51,19,TRUE,FALSE,Yes
SE-00009863,PR-40001591,Meeting NQS,Centre-Based Care,TAS,120,14.71,Yes,No,No,Yes,Yes,Yes,No,TRUE,No,5,60,5,30,5,60,5,60,Multiple schedules,TAS,12.57,1,TRUE,FALSE,Yes
SE-00009865,PR-40003149,Meeting NQS,Centre-Based Care,TAS,30,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,TAS,11.02,2,TRUE,TRUE,Yes
SE-00009866,PR-40003149,Meeting NQS,Centre-Based Care,TAS,45,14.71,No,No,No,Yes,No,No,No,FALSE,No,0,,5,12.5,5,48.75,5,48.75,Multiple schedules,TAS,11.02,2,TRUE,TRUE,Yes
SE-00009869,PR-00005946,Meeting NQS,Centre-Based Care,TAS,75,14.71,No,No,No,Yes,No,Yes,No,FALSE,No,0,,5,15,5,50,5,50,Multiple schedules,TAS,14.71,21,TRUE,FALSE,Yes
SE-00009870,PR-00005931,Above NQS,Centre-Based Care,TAS,36,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009871,PR-00005946,Meeting NQS,Centre-Based Care,TAS,48,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,52.5,5,21.25,5,52.5,5,52.5,Multiple schedules,TAS,14.71,21,TRUE,FALSE,Yes
SE-00009872,PR-00005951,Meeting NQS,Centre-Based Care,TAS,55,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,24.583333333333336,5,50,5,50,Multiple schedules,TAS,14.71,3,TRUE,FALSE,Yes
SE-00009873,PR-00005896,Below NQS,Centre-Based Care,TAS,100,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,25,5,55,5,55,Multiple schedules,TAS,14.71,14,TRUE,FALSE,Yes
SE-00009876,PR-00009657,Meeting NQS,Centre-Based Care,TAS,76,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,60,0,,0,,5,60,Annual,QLD,2.1,3,FALSE,FALSE,No
SE-00009877,PR-00005898,Below NQS,Family Day Care,TAS,,14.71,No,No,No,No,No,No,No,TRUE,No,5,35,0,,0,,5,35,Annual,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009878,PR-00005936,Meeting NQS,Centre-Based Care,TAS,60,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,28.75,5,57.5,5,57.5,Multiple schedules,TAS,14.71,39,TRUE,FALSE,Yes
SE-00009879,PR-00005928,Above NQS,Centre-Based Care,TAS,47,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009880,PR-40025206,Meeting NQS,Centre-Based Care,TAS,60,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,TAS,5.31,6,TRUE,FALSE,Yes
SE-00009881,PR-40025206,Below NQS,Centre-Based Care,TAS,61,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,TAS,5.31,6,TRUE,FALSE,Yes
SE-00009882,PR-00005904,Meeting NQS,Centre-Based Care,TAS,70,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,25,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009883,PR-00005904,Meeting NQS,Centre-Based Care,TAS,65,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,21.25,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009885,PR-00005904,Meeting NQS,Centre-Based Care,TAS,55,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,26.25,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009888,PR-00005904,Meeting NQS,Centre-Based Care,TAS,60,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,26.25,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009889,PR-00005904,Below NQS,Centre-Based Care,TAS,20,14.71,Yes,No,No,Yes,No,No,No,FALSE,No,5,50,5,26.25,5,50,5,50,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009890,PR-00005904,Meeting NQS,Centre-Based Care,TAS,51,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,23.75,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009891,PR-00005904,Below NQS,Centre-Based Care,TAS,43,14.71,No,No,No,Yes,No,Yes,No,FALSE,No,0,,5,22.5,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009893,PR-00005904,Below NQS,Centre-Based Care,TAS,40,14.71,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,26.25,5,55,5,55,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009894,PR-00005921,Meeting NQS,Centre-Based Care,TAS,43,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,5,52.5,5,52.5,5,52.5,Multiple schedules,TAS,14.71,2,TRUE,FALSE,Yes
SE-00009895,PR-00005921,Above NQS,Centre-Based Care,TAS,66,14.71,Yes,No,No,No,No,No,No,TRUE,No,5,52.5,0,,0,,5,52.5,Annual,TAS,14.71,2,TRUE,FALSE,Yes
SE-00009897,PR-00005907,Meeting NQS,Centre-Based Care,TAS,94,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,56.25,5,7.5,0,,5,56.25,Multiple schedules,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009898,PR-00005908,Meeting NQS,Centre-Based Care,TAS,72,14.71,No,No,No,Yes,No,No,No,FALSE,No,0,,5,16.25,0,,5,16.25,School terms,TAS,14.71,9,TRUE,FALSE,Yes
SE-00009899,PR-00005908,Meeting NQS,Centre-Based Care,TAS,125,14.71,No,No,No,Yes,Yes,No,No,FALSE,No,0,,5,20,0,,5,20,School terms,TAS,14.71,9,TRUE,FALSE,Yes
SE-00009901,PR-00005908,Meeting NQS,Centre-Based Care,TAS,100,14.71,No,No,No,Yes,No,Yes,No,FALSE,No,0,,5,20,5,50,5,50,Multiple schedules,TAS,14.71,9,TRUE,FALSE,Yes
SE-00009902,PR-00005908,Above NQS,Centre-Based Care,TAS,68,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,23,5,50,5,50,Multiple schedules,TAS,14.71,9,TRUE,FALSE,Yes
SE-00009903,PR-00005908,Meeting NQS,Family Day Care,TAS,,14.71,No,No,No,No,No,No,No,TRUE,No,0,,0,,0,,0,,No schedule recorded,TAS,14.71,9,TRUE,FALSE,Yes
SE-00009904,PR-00005909,Meeting NQS,Family Day Care,TAS,,14.71,No,No,No,No,No,No,No,TRUE,No,5,35,0,,0,,5,35,Annual,TAS,14.71,3,TRUE,FALSE,Yes
SE-00009905,PR-00005961,Above NQS,Centre-Based Care,TAS,129,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,52.5,5,21.25,5,52.5,5,52.5,Multiple schedules,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009906,PR-00005936,Meeting NQS,Centre-Based Care,TAS,55,14.71,Yes,No,No,No,No,No,No,TRUE,No,5,53.75,0,,0,,5,53.75,Annual,TAS,14.71,39,TRUE,FALSE,Yes
SE-00009909,PR-00005912,Meeting NQS,Centre-Based Care,TAS,72,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,52.5,5,52.5,5,52.5,5,52.5,Multiple schedules,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009910,PR-40019791,Below NQS,Centre-Based Care,TAS,75,14.71,Yes,No,No,Yes,Yes,Yes,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,7.21,33,FALSE,FALSE,No
SE-00009911,PR-40006486,Below NQS,Centre-Based Care,TAS,45,14.71,Yes,No,No,Yes,Yes,Yes,No,TRUE,No,5,55,0,,0,,5,55,Annual,NSW,10.69,24,TRUE,FALSE,No
SE-00009912,PR-00005914,Below NQS,Centre-Based Care,TAS,30,14.71,No,No,No,Yes,No,No,No,FALSE,No,1,4.5,5,27.5,0,,5,27.5,Multiple schedules,TAS,14.71,7,TRUE,FALSE,Yes
SE-00009913,PR-00005928,Above NQS,Centre-Based Care,TAS,201,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,60,5,30,5,60,5,60,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009916,PR-00005928,Above NQS,Centre-Based Care,TAS,60,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,30,5,60,5,60,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009919,PR-00005928,Above NQS,Centre-Based Care,TAS,113,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,60,5,27.5,5,60,5,60,Multiple schedules,TAS,14.71,19,TRUE,FALSE,Yes
SE-00009921,PR-00005915,Above NQS,Centre-Based Care,TAS,68,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,51.25,0,,0,,5,51.25,Annual,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009923,PR-00005914,Meeting NQS,Centre-Based Care,TAS,59,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,TAS,14.71,7,TRUE,FALSE,Yes
SE-00009925,PR-00005918,Meeting NQS,Centre-Based Care,TAS,80,14.71,Yes,No,No,Yes,Yes,No,No,TRUE,No,5,52.5,0,,0,,5,52.5,Annual,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009926,PR-00005951,Above NQS,Centre-Based Care,TAS,53,14.71,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,TAS,14.71,3,TRUE,FALSE,Yes
SE-00009927,PR-00005970,Below NQS,Centre-Based Care,TAS,59,14.71,Yes,No,No,Yes,Yes,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009929,PR-00005905,Meeting NQS,Centre-Based Care,TAS,40,14.71,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,28.25,5,50,5,50,Multiple schedules,TAS,14.71,5,TRUE,FALSE,Yes
SE-00009930,PR-00005966,Above NQS,Centre-Based Care,TAS,155,14.71,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,TAS,14.71,1,TRUE,FALSE,Yes
SE-00009931,PR-00005946,Meeting NQS,Centre-Based Care,TAS,15,14.71,Yes,No,No,No,No,No,No,FALSE,No,4,30,0,,0,,4,30,Annual,TAS,14.71,21,TRUE,FALSE,Yes
SE-40018971,PR-40031896,Meeting NQS,Centre-Based Care,NSW,30,5.97,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,5,55,5,55,Multiple schedules,NSW,3.36,3,FALSE,FALSE,Yes
SE-40018977,PR-40022556,Above NQS,Centre-Based Care,QLD,112,5.88,Yes,No,No,No,No,No,No,TRUE,No,5,60,5,60,5,60,5,60,Multiple schedules,QLD,6.54,1,FALSE,FALSE,Yes
SE-40018983,PR-40019785,Meeting NQS,Centre-Based Care,NSW,20,5.79,No,No,Yes,No,No,No,No,FALSE,No,4,30,0,,0,,4,30,Annual,NSW,7,1,TRUE,FALSE,Yes
SE-40018985,PR-40022614,Meeting NQS,Centre-Based Care,VIC,100,5.79,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,VIC,6.43,1,TRUE,FALSE,Yes
SE-40018988,PR-40004402,Meeting NQS,Centre-Based Care,WA,60,5.95,No,No,No,Yes,Yes,No,No,TRUE,No,5,57.5,5,28.75,0,,5,57.5,Multiple schedules,VIC,11.27,233,TRUE,FALSE,No
SE-40018989,PR-40016529,Meeting NQS,Centre-Based Care,WA,83,6.13,Yes,No,Yes,No,No,No,No,FALSE,No,5,55,5,55,5,55,5,55,Multiple schedules,WA,8.01,1,FALSE,FALSE,Yes
SE-40018993,PR-40022304,Meeting NQS,Centre-Based Care,NSW,120,5.94,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,6.42,2,TRUE,FALSE,Yes
SE-40018996,PR-00009903,Meeting NQS,Centre-Based Care,QLD,146,5.76,Yes,No,No,No,No,No,No,TRUE,No,5,57.5,0,,0,,5,57.5,Annual,QLD,1.3,2,TRUE,FALSE,Yes
SE-40018999,PR-40022005,Meeting NQS,Centre-Based Care,QLD,80,5.91,Yes,No,No,No,No,No,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,6.64,1,TRUE,FALSE,Yes
SE-40019004,PR-40009033,Meeting NQS,Centre-Based Care,NSW,150,6.08,No,No,No,No,No,Yes,No,FALSE,No,5,42.5,0,,5,42.5,5,42.5,Multiple schedules,NSW,10.03,3,TRUE,FALSE,Yes
SE-40019005,PR-40018267,Meeting NQS,Centre-Based Care,QLD,144,4.15,Yes,No,No,No,No,No,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,7.67,1,TRUE,FALSE,Yes
SE-40019009,PR-40002234,Meeting NQS,Centre-Based Care,VIC,160,6.13,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,26.25,5,57.5,5,57.5,Multiple schedules,VIC,12.03,276,TRUE,TRUE,Yes
SE-40019011,PR-40022141,Meeting NQS,Centre-Based Care,ACT,24,5.45,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,6.29,2,FALSE,FALSE,No
SE-40019014,PR-40020333,Meeting NQS,Centre-Based Care,NSW,29,5.85,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,6.94,2,TRUE,FALSE,Yes
SE-40019016,PR-40016455,Meeting NQS,Centre-Based Care,QLD,45,5.97,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,27.5,5,60,5,60,Multiple schedules,QLD,8.15,19,TRUE,FALSE,Yes
SE-40019019,PR-00007250,Meeting NQS,Centre-Based Care,WA,52,6.03,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,WA,14.13,71,TRUE,FALSE,Yes
SE-40019029,PR-40002335,Meeting NQS,Centre-Based Care,NSW,40,5.57,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,12.1,2,FALSE,FALSE,Yes
SE-40019033,PR-40000627,Meeting NQS,Centre-Based Care,VIC,75,6.06,Yes,No,Yes,Yes,Yes,Yes,No,FALSE,No,5,60,5,60,5,60,5,60,Multiple schedules,VIC,13.34,3,TRUE,FALSE,Yes
SE-40019046,PR-40030448,Meeting NQS,Centre-Based Care,QLD,158,4.95,Yes,No,No,Yes,Yes,Yes,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,4,1,TRUE,FALSE,Yes
SE-40019047,PR-40020319,Meeting NQS,Centre-Based Care,QLD,150,2.34,Yes,No,No,No,No,No,No,TRUE,No,5,60,0,,5,60,5,60,Multiple schedules,QLD,7.01,1,TRUE,FALSE,Yes
SE-40019051,PR-00006235,Meeting NQS,Centre-Based Care,SA,80,5.42,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,SA,14.71,1,TRUE,FALSE,Yes
SE-40019055,PR-40019068,Meeting NQS,Centre-Based Care,TAS,94,4.6,Yes,No,No,No,No,No,No,FALSE,No,0,,0,,0,,0,,No schedule recorded,VIC,6.89,2,FALSE,FALSE,No
SE-40019058,PR-40005790,Meeting NQS,Centre-Based Care,WA,102,5.99,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,10.89,21,FALSE,FALSE,Yes
SE-40019059,PR-40021679,Meeting NQS,Centre-Based Care,NSW,95,6,No,No,No,Yes,Yes,No,No,FALSE,No,5,60,5,30,0,,5,60,Multiple schedules,NSW,6.54,65,TRUE,FALSE,Yes
SE-40019064,PR-40021679,Meeting NQS,Centre-Based Care,NSW,100,6,No,No,No,Yes,Yes,No,No,FALSE,No,5,60,5,30,0,,5,60,Multiple schedules,NSW,6.54,65,TRUE,FALSE,Yes
