service_id,provider_id,rating_tier,service_type,state,number_approved_places,service_age_years,long_day_care,preschool_part_school,preschool_standalone,oshc_after_school,oshc_before_school,oshc_vacation_care,other_service,service_has_conditions,temporarily_closed,annual_open_days,annual_weekly_hours,school_term_open_days,school_term_weekly_hours,holiday_open_days,holiday_weekly_hours,weekly_open_days,max_weekly_hours,operating_pattern,provider_state,provider_age_years,provider_service_count,provider_has_trading_name,provider_has_conditions,provider_state_matches_service
SE-00013159,PR-00007515,Meeting NQS,Centre-Based Care,WA,28,16.08,Yes,No,No,Yes,No,No,No,TRUE,No,5,50,5,20,0,,5,50,Multiple schedules,WA,13.74,27,TRUE,FALSE,Yes
SE-00013162,PR-00007620,Meeting NQS,Centre-Based Care,WA,35,17.08,Yes,No,No,No,No,No,No,FALSE,No,6,50,5,50,5,50,6,50,Multiple schedules,WA,14.13,1,TRUE,FALSE,Yes
SE-00013163,PR-00007564,Meeting NQS,Centre-Based Care,WA,82,16.1,Yes,No,No,No,No,Yes,No,TRUE,No,5,50,0,,5,50,5,50,Multiple schedules,WA,14.13,1,TRUE,FALSE,Yes
SE-00013165,PR-00007250,Meeting NQS,Centre-Based Care,WA,47,14.23,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,14.13,71,TRUE,FALSE,Yes
SE-00013169,PR-00007205,Below NQS,Centre-Based Care,WA,60,16.51,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,60,0,,0,,5,60,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013170,PR-40028420,Meeting NQS,Centre-Based Care,WA,50,15.99,Yes,No,No,No,No,No,No,FALSE,No,5,53.75,0,,0,,5,53.75,Annual,WA,4.51,18,FALSE,FALSE,Yes
SE-00013171,PR-00007632,Meeting NQS,Centre-Based Care,WA,107,16.43,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,60,0,,5,60,5,60,Multiple schedules,WA,14.13,1,TRUE,FALSE,Yes
SE-00013172,PR-00007619,Meeting NQS,Centre-Based Care,WA,57,16.49,Yes,No,No,No,No,Yes,No,FALSE,No,5,57.5,5,57.5,5,57.5,5,57.5,Multiple schedules,WA,14.13,3,TRUE,FALSE,Yes
SE-00013175,PR-00008187,Meeting NQS,Centre-Based Care,WA,58,15.51,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,13.74,8,TRUE,FALSE,Yes
SE-00013178,PR-00007422,Meeting NQS,Centre-Based Care,WA,58,16.77,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013179,PR-00007640,Meeting NQS,Centre-Based Care,WA,36,14.21,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013180,PR-00007641,Meeting NQS,Centre-Based Care,WA,71,15.78,Yes,No,No,Yes,No,Yes,No,FALSE,No,5,55,5,55,0,,5,55,Multiple schedules,WA,14.13,1,TRUE,FALSE,Yes
SE-00013183,PR-00007497,Meeting NQS,Centre-Based Care,WA,37,16.66,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013185,PR-00007449,Meeting NQS,Centre-Based Care,WA,57,16.31,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013187,PR-00007268,Meeting NQS,Centre-Based Care,WA,85,14.64,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,26.666666666666664,5,57.5,5,57.5,Multiple schedules,WA,14.13,15,TRUE,FALSE,Yes
SE-00013188,PR-00007627,Above NQS,Centre-Based Care,WA,102,16.99,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013190,PR-40000486,Meeting NQS,Centre-Based Care,WA,19,14.46,Yes,No,No,No,No,No,No,FALSE,No,5,45,0,,0,,5,45,Annual,WA,13.51,2,TRUE,FALSE,Yes
SE-00013191,PR-40016899,Meeting NQS,Centre-Based Care,WA,40,16.39,Yes,No,No,Yes,Yes,Yes,No,TRUE,No,5,57.5,0,,0,,5,57.5,Annual,WA,8.1,2,TRUE,FALSE,Yes
SE-00013192,PR-00007515,Meeting NQS,Centre-Based Care,WA,14,15.39,Yes,No,No,No,No,Yes,No,FALSE,No,5,36,0,,4,36,5,36,Multiple schedules,WA,13.74,27,TRUE,FALSE,Yes
SE-00013195,PR-40011786,Meeting NQS,Centre-Based Care,WA,40,16.34,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,25,5,55,5,55,Multiple schedules,WA,9.16,2,FALSE,FALSE,Yes
SE-00013196,PR-00008187,Meeting NQS,Centre-Based Care,WA,24,16.08,Yes,No,No,No,No,No,No,FALSE,No,5,47.5,0,,0,,5,47.5,Annual,WA,13.74,8,TRUE,FALSE,Yes
SE-00013204,PR-40036006,Meeting NQS,Centre-Based Care,WA,81,15.34,Yes,No,No,No,No,No,No,TRUE,No,5,55,0,,0,,5,55,Annual,WA,2.56,1,TRUE,FALSE,Yes
SE-00013205,PR-00007429,Meeting NQS,Centre-Based Care,WA,90,14.11,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013206,PR-00007384,Meeting NQS,Centre-Based Care,WA,69,15.07,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013208,PR-40004402,Below NQS,Centre-Based Care,WA,55,14.67,No,No,No,Yes,Yes,Yes,No,TRUE,No,5,55,5,23.75,5,55,5,55,Multiple schedules,VIC,11.27,233,TRUE,FALSE,No
SE-00013210,PR-40004402,Meeting NQS,Centre-Based Care,WA,50,14.63,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,27.083333333333336,5,55,5,55,Multiple schedules,VIC,11.27,233,TRUE,FALSE,No
SE-00013211,PR-40001112,Meeting NQS,Centre-Based Care,WA,45,15.57,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,QLD,12.96,219,FALSE,TRUE,No
SE-00013218,PR-00007666,Meeting NQS,Centre-Based Care,WA,48,16.26,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013219,PR-00007329,Meeting NQS,Centre-Based Care,WA,42,16.28,Yes,No,No,No,No,No,No,FALSE,No,0,,0,,0,,0,,No schedule recorded,NSW,14.13,3,TRUE,FALSE,No
SE-00013220,PR-00007585,Meeting NQS,Centre-Based Care,WA,20,14.11,Yes,No,No,Yes,Yes,Yes,No,TRUE,No,5,50,0,,0,,5,50,Annual,WA,14.18,2,TRUE,FALSE,Yes
SE-00013221,PR-00007634,Above NQS,Centre-Based Care,WA,55,16.01,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,WA,14.13,2,TRUE,FALSE,Yes
SE-00013222,PR-00007667,Meeting NQS,Centre-Based Care,WA,62,15.97,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013224,PR-00007668,Meeting NQS,Centre-Based Care,WA,88,14.67,No,No,Yes,Yes,Yes,Yes,No,TRUE,No,5,57.5,5,30,5,57.5,5,57.5,Multiple schedules,WA,14.13,2,TRUE,FALSE,Yes
SE-00013226,PR-00007669,Meeting NQS,Centre-Based Care,WA,28,16.16,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,45,0,,1,6.75,5,45,Multiple schedules,WA,14.13,1,TRUE,FALSE,Yes
SE-00013228,PR-00007553,Meeting NQS,Centre-Based Care,WA,32,15.93,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013229,PR-00002539,Meeting NQS,Centre-Based Care,WA,50,14.42,No,No,No,Yes,Yes,No,No,TRUE,No,0,,5,25,0,,5,25,School terms,VIC,14.35,385,FALSE,FALSE,No
SE-00013230,PR-00007671,Meeting NQS,Centre-Based Care,WA,20,14.24,Yes,No,No,No,No,No,No,FALSE,No,3,16.5,0,,0,,3,16.5,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013231,PR-00007268,Meeting NQS,Centre-Based Care,WA,52,16.02,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,14.13,15,TRUE,FALSE,Yes
SE-00013232,PR-00007268,Meeting NQS,Centre-Based Care,WA,85,16.39,No,No,No,Yes,Yes,Yes,No,TRUE,No,5,10,0,,5,55,5,55,Multiple schedules,WA,14.13,15,TRUE,FALSE,Yes
SE-00013235,PR-00007672,Meeting NQS,Centre-Based Care,WA,43,15.07,Yes,No,No,No,No,No,No,FALSE,No,5,63.5,0,,0,,5,63.5,Annual,WA,14.13,7,TRUE,FALSE,Yes
SE-00013238,PR-00007628,Meeting NQS,Centre-Based Care,WA,39,15.87,Yes,No,No,No,No,No,No,FALSE,No,3,21,0,,0,,3,21,Annual,WA,14.13,1,TRUE,FALSE,Yes
SE-00013239,PR-00002539,Meeting NQS,Centre-Based Care,WA,50,14.92,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,25.833333333333336,5,55,5,55,Multiple schedules,VIC,14.35,385,FALSE,FALSE,No
SE-00013240,PR-00007515,Meeting NQS,Centre-Based Care,WA,22,15.87,Yes,No,No,No,No,Yes,No,FALSE,No,5,42.5,0,,0,,5,42.5,Annual,WA,13.74,27,TRUE,FALSE,Yes
SE-00013241,PR-00007629,Meeting NQS,Centre-Based Care,WA,38,15.9,Yes,No,No,Yes,Yes,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,WA,14.13,31,TRUE,FALSE,Yes
SE-00013242,PR-00007629,Meeting NQS,Centre-Based Care,WA,55,14.63,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,55,0,,5,55,5,55,Multiple schedules,WA,14.13,31,TRUE,FALSE,Yes
SE-00013243,PR-40021594,Meeting NQS,Centre-Based Care,WA,70,16.14,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,30.5,5,57.5,5,57.5,Multiple schedules,WA,6.88,3,TRUE,FALSE,Yes
SE-00013246,PR-40016908,Below NQS,Centre-Based Care,WA,24,15.03,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,WA,7.96,8,FALSE,TRUE,Yes
SE-00013247,PR-00007629,Meeting NQS,Centre-Based Care,WA,92,15.8,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,14.13,31,TRUE,FALSE,Yes
SE-00013248,PR-40003151,Meeting NQS,Centre-Based Care,WA,70,16.49,No,No,No,Yes,Yes,Yes,No,TRUE,No,5,57.5,5,30,5,57.5,5,57.5,Multiple schedules,WA,11.64,10,FALSE,FALSE,Yes
SE-00013249,PR-00002539,Meeting NQS,Centre-Based Care,WA,43,14.49,No,No,No,Yes,Yes,No,No,TRUE,No,0,,5,23.333333333333336,0,,5,23.333333333333336,School terms,VIC,14.35,385,FALSE,FALSE,No
SE-00013250,PR-00007629,Meeting NQS,Centre-Based Care,WA,60,15.88,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,30,5,57.5,5,57.5,Multiple schedules,WA,14.13,31,TRUE,FALSE,Yes
SE-00013251,PR-00007629,Meeting NQS,Centre-Based Care,WA,59,16.12,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,14.13,31,TRUE,FALSE,Yes
SE-40028317,PR-40030470,Meeting NQS,Centre-Based Care,NSW,44,1.75,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,3.61,1,FALSE,FALSE,Yes
SE-40028320,PR-40009397,Meeting NQS,Centre-Based Care,VIC,15,2.61,No,No,No,Yes,Yes,No,No,FALSE,No,0,,7,23.333333333333336,0,,7,23.333333333333336,School terms,VIC,9.33,2,FALSE,FALSE,Yes
SE-40028322,PR-40032224,Meeting NQS,Centre-Based Care,NSW,20,2.75,No,No,No,Yes,Yes,No,No,TRUE,No,0,,4,12,0,,4,12,School terms,NSW,3,1,TRUE,FALSE,Yes
SE-40028335,PR-00007013,Meeting NQS,Centre-Based Care,NSW,31,2.75,No,No,No,Yes,Yes,No,No,FALSE,No,0,,5,26.25,0,,5,26.25,School terms,NSW,14.05,13,TRUE,FALSE,Yes
SE-40028336,PR-00001879,Meeting NQS,Centre-Based Care,VIC,99,2.63,No,No,Yes,No,No,No,No,TRUE,No,0,,5,38.75,0,,5,38.75,School terms,VIC,14.72,31,FALSE,FALSE,Yes
SE-40028338,PR-00002454,Meeting NQS,Centre-Based Care,VIC,149,2.7,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,60,0,,0,,5,60,Annual,VIC,14.72,11,FALSE,FALSE,Yes
SE-40028342,PR-40024097,Meeting NQS,Centre-Based Care,VIC,80,2.67,No,No,No,Yes,Yes,Yes,No,TRUE,No,5,60,5,27.083333333333336,5,60,5,60,Multiple schedules,VIC,5.68,17,TRUE,FALSE,Yes
SE-40028350,PR-40031027,Meeting NQS,Centre-Based Care,NSW,96,2.63,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,3.76,1,TRUE,FALSE,Yes
SE-40028360,PR-40025997,Below NQS,Centre-Based Care,QLD,108,2.67,Yes,No,No,No,No,No,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,5.35,13,TRUE,FALSE,Yes
SE-40028364,PR-40027595,Below NQS,Centre-Based Care,SA,119,2.48,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,QLD,4.86,20,TRUE,TRUE,No
SE-40028368,PR-00005807,Meeting NQS,Centre-Based Care,NSW,35,2.77,Yes,No,No,No,No,No,No,FALSE,No,5,40,0,,5,40,5,40,Multiple schedules,ACT,14.23,5,TRUE,FALSE,No
SE-40028395,PR-00006475,Above NQS,Centre-Based Care,VIC,66,2.75,No,No,Yes,No,No,No,No,FALSE,No,5,37.5,5,41,0,,5,41,Multiple schedules,VIC,14.62,25,TRUE,FALSE,Yes
SE-40028403,PR-00005646,Meeting NQS,Centre-Based Care,NSW,85,2.46,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,,17.05,4,TRUE,FALSE,
SE-40028408,PR-40004177,Meeting NQS,Centre-Based Care,NSW,45,2.65,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,23,5,55,5,55,Multiple schedules,NSW,11.31,15,TRUE,FALSE,Yes
SE-40028418,PR-40035546,Meeting NQS,Centre-Based Care,VIC,30,2.69,No,No,No,Yes,Yes,No,No,TRUE,No,0,,5,22.5,0,,5,22.5,School terms,VIC,2.75,1,TRUE,FALSE,Yes
SE-40028429,PR-40025702,Meeting NQS,Centre-Based Care,QLD,100,2.67,Yes,No,No,No,No,No,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,5.47,1,TRUE,FALSE,Yes
SE-40028432,PR-40033073,Below NQS,Centre-Based Care,VIC,124,2.6,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,QLD,3.34,1,TRUE,FALSE,No
SE-40028444,PR-00000823,Below NQS,Centre-Based Care,SA,102,2.44,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,NSW,15.07,154,FALSE,FALSE,No
SE-40028446,PR-40035576,Meeting NQS,Centre-Based Care,VIC,30,2.63,No,No,No,Yes,No,No,No,TRUE,No,0,,3,7.5,3,22.5,3,22.5,Multiple schedules,VIC,2.76,1,TRUE,FALSE,Yes
SE-40028450,PR-00001947,Meeting NQS,Centre-Based Care,VIC,99,2.65,No,No,Yes,No,No,No,No,FALSE,No,5,45,0,,0,,5,45,Annual,VIC,14.43,75,FALSE,FALSE,Yes
SE-40028480,PR-40002234,Meeting NQS,Centre-Based Care,VIC,100,2.69,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,26.25,5,60,5,60,Multiple schedules,VIC,12.03,276,TRUE,TRUE,Yes
SE-40028483,PR-40002234,Meeting NQS,Centre-Based Care,NSW,59,2.65,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,27.5,5,55,5,55,Multiple schedules,VIC,12.03,276,TRUE,TRUE,No
SE-40028484,PR-40022503,Meeting NQS,Centre-Based Care,VIC,100,2.75,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,VIC,5.89,4,FALSE,FALSE,Yes
SE-40028490,PR-00004308,Meeting NQS,Centre-Based Care,NSW,100,2.77,No,No,No,Yes,No,Yes,No,FALSE,No,0,,5,15,5,52.5,5,52.5,Multiple schedules,NSW,17.05,9,TRUE,FALSE,Yes
SE-40028493,PR-00000823,Below NQS,Centre-Based Care,SA,97,2.44,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,NSW,15.07,154,FALSE,FALSE,No
SE-40028499,PR-00002539,Meeting NQS,Centre-Based Care,SA,23,2.67,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,13.333333333333332,5,55,5,55,Multiple schedules,VIC,14.35,385,FALSE,FALSE,No
SE-40028500,PR-00005340,Meeting NQS,Centre-Based Care,NSW,71,1.83,Yes,No,No,No,No,No,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,NSW,17.05,5,TRUE,FALSE,Yes
SE-40028502,PR-00000702,Meeting NQS,Centre-Based Care,QLD,30,2.75,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,25.833333333333336,5,57.5,5,57.5,Multiple schedules,QLD,14.71,136,FALSE,FALSE,Yes
SE-40028503,PR-40033849,Meeting NQS,Centre-Based Care,WA,106,2.67,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,WA,3.12,1,TRUE,FALSE,Yes
SE-40028504,PR-00003412,Above NQS,Centre-Based Care,NSW,88,2.45,No,No,Yes,No,No,No,No,FALSE,No,0,,5,42.5,0,,5,42.5,School terms,NSW,17.05,1,TRUE,FALSE,Yes
SE-40028519,PR-00004547,Meeting NQS,Centre-Based Care,VIC,80,2.7,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,NSW,17.05,116,TRUE,FALSE,No
SE-40028525,PR-40020046,Meeting NQS,Centre-Based Care,WA,80,2.58,No,No,No,Yes,Yes,Yes,No,TRUE,No,5,57.5,5,26.666666666666664,5,57.5,5,57.5,Multiple schedules,WA,7.12,3,TRUE,FALSE,Yes
SE-40028526,PR-00000659,Meeting NQS,Centre-Based Care,QLD,59,2.74,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,27.5,5,60,5,60,Multiple schedules,QLD,14.71,80,TRUE,FALSE,Yes
SE-40028527,PR-40022356,Meeting NQS,Centre-Based Care,NSW,120,2.68,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,25,5,55,5,55,Multiple schedules,NSW,6.52,75,TRUE,FALSE,Yes
SE-40028537,PR-40029338,Meeting NQS,Centre-Based Care,WA,59,2.69,Yes,No,No,Yes,Yes,Yes,No,FALSE,No,5,57.5,0,,0,,5,57.5,Annual,WA,4.32,4,TRUE,FALSE,Yes
SE-40028538,PR-40027853,Meeting NQS,Centre-Based Care,VIC,66,2.65,Yes,No,No,No,No,No,No,FALSE,No,5,50,0,,0,,5,50,Annual,VIC,4.06,5,TRUE,FALSE,Yes
SE-40028541,PR-40021677,Meeting NQS,Family Day Care,NSW,,2.25,No,No,No,No,No,No,No,TRUE,No,5,40,0,,0,,5,40,Annual,VIC,6.83,4,TRUE,FALSE,No
SE-40028542,PR-40002637,Meeting NQS,Centre-Based Care,VIC,45,2.69,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,25.833333333333336,5,58.33333333333333,5,58.33333333333333,Multiple schedules,VIC,11.67,62,FALSE,FALSE,Yes
SE-40028545,PR-00001360,Meeting NQS,Centre-Based Care,VIC,38,2.71,Yes,No,No,No,No,No,Yes,TRUE,No,5,52.5,0,,5,52.5,5,52.5,Multiple schedules,VIC,14.72,2,FALSE,FALSE,Yes
SE-40028560,PR-00000823,Below NQS,Centre-Based Care,SA,98,2.44,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,NSW,15.07,154,FALSE,FALSE,No
SE-40028566,PR-40001907,Meeting NQS,Centre-Based Care,VIC,130,2.58,Yes,No,No,No,No,No,Yes,FALSE,No,5,60,0,,0,,5,60,Annual,NSW,12.31,9,FALSE,FALSE,No
SE-40028570,PR-40004334,Meeting NQS,Centre-Based Care,WA,50,2.63,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,25.833333333333336,0,,5,25.833333333333336,School terms,VIC,11.13,55,TRUE,FALSE,No
SE-40028571,PR-40009453,Meeting NQS,Centre-Based Care,VIC,102,2.6,Yes,No,No,No,No,No,Yes,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,9.74,42,TRUE,FALSE,No
SE-40028574,PR-00008296,Below NQS,Centre-Based Care,WA,24,2.41,Yes,No,No,No,No,No,Yes,TRUE,No,2,10,0,,0,,2,10,Annual,WA,12.46,3,FALSE,FALSE,Yes
SE-40028581,PR-40035743,Below NQS,Centre-Based Care,NSW,45,2.03,No,No,No,Yes,Yes,Yes,No,FALSE,No,5,55,5,25,5,55,5,55,Multiple schedules,NSW,2.27,2,TRUE,FALSE,Yes
SE-40028583,PR-40026948,Below NQS,Centre-Based Care,SA,86,2.06,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,NSW,4.77,76,FALSE,FALSE,No
SE-40028588,PR-40021930,Meeting NQS,Centre-Based Care,QLD,117,2.46,Yes,No,No,No,No,No,No,TRUE,No,5,60,0,,0,,5,60,Annual,QLD,6.71,28,FALSE,FALSE,Yes
SE-40028594,PR-00001630,Above NQS,Centre-Based Care,VIC,182,1.7,Yes,Yes,No,Yes,Yes,Yes,No,TRUE,No,5,60,5,30,5,60,5,60,Multiple schedules,VIC,14.72,1,FALSE,FALSE,Yes
SE-40028595,PR-40023899,Meeting NQS,Centre-Based Care,VIC,66,2.67,No,No,Yes,No,No,No,No,FALSE,No,0,,3,20,0,,3,20,School terms,VIC,5.82,6,TRUE,FALSE,Yes
SE-40028600,PR-40032919,Meeting NQS,Centre-Based Care,VIC,154,2.42,Yes,No,No,No,No,No,No,FALSE,No,5,60,0,,0,,5,60,Annual,VIC,2.54,1,TRUE,FALSE,Yes
SE-40028604,PR-40022049,Above NQS,Centre-Based Care,NSW,65,2.12,Yes,No,No,Yes,Yes,No,No,FALSE,No,5,55,5,30,0,,5,55,Multiple schedules,NSW,6.34,2,TRUE,FALSE,Yes
SE-40028616,PR-40034321,Meeting NQS,Centre-Based Care,VIC,90,2.67,Yes,No,No,No,No,No,No,TRUE,No,5,55,0,,0,,5,55,Annual,VIC,2.92,1,FALSE,FALSE,Yes
SE-40028617,PR-40024422,Meeting NQS,Centre-Based Care,VIC,80,2.65,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,27.5,5,60,5,60,Multiple schedules,VIC,5.26,23,TRUE,FALSE,Yes
SE-40028621,PR-40002234,Above NQS,Centre-Based Care,VIC,80,2.7,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,23.75,5,55,5,55,Multiple schedules,VIC,12.03,276,TRUE,TRUE,Yes
SE-40028627,PR-40033631,Meeting NQS,Centre-Based Care,QLD,40,2.67,Yes,No,No,No,No,No,No,TRUE,No,5,57.5,0,,0,,5,57.5,Annual,QLD,3.11,1,TRUE,FALSE,Yes
SE-40028638,PR-00007946,Meeting NQS,Centre-Based Care,NSW,40,2.74,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,27.5,5,57.5,5,57.5,Multiple schedules,NSW,13.46,3,TRUE,FALSE,Yes
SE-40028644,PR-00000250,Meeting NQS,Centre-Based Care,QLD,75,2.66,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,27.5,5,50,5,50,Multiple schedules,QLD,14.71,22,TRUE,TRUE,Yes
SE-40028658,PR-40013148,Meeting NQS,Centre-Based Care,NSW,112,2.54,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,QLD,8.53,7,TRUE,FALSE,No
SE-40028666,PR-00007558,Meeting NQS,Centre-Based Care,WA,30,2.65,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,27.5,5,55,5,55,Multiple schedules,WA,14.13,5,TRUE,FALSE,Yes
SE-40028672,PR-40004402,Meeting NQS,Centre-Based Care,WA,60,2.64,No,No,No,Yes,Yes,Yes,No,TRUE,No,5,57.5,5,26.25,5,57.5,5,57.5,Multiple schedules,VIC,11.27,233,TRUE,FALSE,No
SE-40028675,PR-00007268,Meeting NQS,Centre-Based Care,WA,70,2.63,No,No,No,Yes,Yes,Yes,No,TRUE,No,0,,5,27.5,5,55,5,55,Multiple schedules,WA,14.13,15,TRUE,FALSE,Yes
SE-40028680,PR-40035860,Meeting NQS,Centre-Based Care,VIC,106,2.3,Yes,No,No,Yes,Yes,No,No,TRUE,No,5,60,0,,0,,5,60,Annual,VIC,2.41,1,FALSE,FALSE,Yes
SE-40028697,PR-00001947,Meeting NQS,Centre-Based Care,VIC,66,2.65,No,Yes,No,No,No,No,No,FALSE,No,0,,5,36,0,,5,36,School terms,VIC,14.43,75,FALSE,FALSE,Yes
SE-40028698,PR-40004402,Meeting NQS,Centre-Based Care,WA,50,2.66,No,No,No,Yes,No,No,Yes,TRUE,No,5,50,5,16.25,0,,5,50,Multiple schedules,VIC,11.27,233,TRUE,FALSE,No
SE-40028706,PR-00001947,Meeting NQS,Centre-Based Care,VIC,132,2.65,No,No,Yes,No,No,No,No,TRUE,No,0,,4,30,0,,4,30,School terms,VIC,14.43,75,FALSE,FALSE,Yes
SE-40028708,PR-00001947,Meeting NQS,Centre-Based Care,VIC,66,2.65,No,Yes,No,No,No,No,No,FALSE,No,0,,5,36,0,,5,36,School terms,VIC,14.43,75,FALSE,FALSE,Yes
SE-40028710,PR-00001947,Above NQS,Centre-Based Care,VIC,66,2.69,No,Yes,No,No,No,No,No,FALSE,No,0,,5,28,0,,5,28,School terms,VIC,14.43,75,FALSE,FALSE,Yes
SE-40028711,PR-00001947,Above NQS,Centre-Based Care,VIC,132,2.45,No,No,Yes,No,No,No,No,FALSE,No,0,,5,35,0,,5,35,School terms,VIC,14.43,75,FALSE,FALSE,Yes
SE-40028713,PR-40002234,Meeting NQS,Centre-Based Care,VIC,80,2.72,No,No,No,No,No,Yes,No,FALSE,No,0,,0,,5,55,5,55,Holiday care,VIC,12.03,276,TRUE,TRUE,Yes
SE-40028718,PR-00010199,Below NQS,Centre-Based Care,NSW,61,2.63,Yes,No,No,No,No,No,No,FALSE,No,5,55,0,,0,,5,55,Annual,NSW,1.56,3,FALSE,FALSE,Yes
SE-40028721,PR-00007692,Meeting NQS,Centre-Based Care,NSW,44,2.88,No,No,No,Yes,Yes,Yes,No,FALSE,No,0,,5,25,0,,5,25,School terms,NSW,12.97,16,TRUE,FALSE,Yes
SE-40028722,PR-40029848,Meeting NQS,Centre-Based Care,ACT,110,2.77,Yes,No,No,No,No,No,No,FALSE,No,5,52.5,0,,0,,5,52.5,Annual,ACT,4.17,1,TRUE,FALSE,Yes
